Table 2: Precision Percent Values of Deeper, TLEL, and DSL
Project
Deeper
Original
Deeper
Replicated
TLEL
Original
TLEL
Replicated
DSL
Bugzilla 57.28 59.17 62.39 62.24 62.17
Columba 48.01 48.68 51.22 52.61 53.60
JDT 26.02 25.92 29.34 28.68 30.00
Mozilla 13.23 12.57 15.79 15.34 15.52
Platform 26.31 27.09 31.42 30.92 31.52
PostgreSQL 46.93 47.37 49.86 49.64 50.30
Average 36.30 36.80 40.00 39.91 40.52
